datetime_UTC,longitude,latitude,water_level,quality_water_level
2014-01-02T08:58:05.319000,-52.938067,47.746635,0.52,1
2014-01-02T08:58:06.357000,-52.962685,47.80713,0.501,1
2014-01-02T08:58:07.396000,-52.98735,47.867621,0.514,1
2014-02-06T08:58:04.340000,-52.947138,47.743587,0.081,1
2014-02-06T08:58:05.379000,-52.971771,47.804106,0.093,1
2014-04-17T08:57:58.521000,-52.938208,47.745181,-0.168,1
2014-04-17T08:57:59.560000,-52.962844,47.805701,-0.202,1
2014-04-17T08:58:00.599000,-52.987528,47.866216,-0.207,1
2014-05-22T08:57:57.618000,-52.971868,47.819901,-0.212,1
2014-06-26T08:57:55.190000,-52.945685,47.733711,0.121,1
2014-06-26T08:57:56.230000,-52.970321,47.794255,0.085,1
2014-06-26T08:57:57.269000,-52.995003,47.854795,0.086,1
2014-07-31T08:57:51.009000,-52.950925,47.754565,-0.382,1
2014-07-31T08:57:52.049000,-52.975579,47.815107,-0.373,1
2014-09-04T08:57:48.146000,-52.95485,47.770216,-0.154,1
2014-09-04T08:57:49.185000,-52.979496,47.83071,-0.282,1
2014-11-13T08:57:41.998000,-52.944607,47.754645,-0.253,1
2014-11-13T08:57:43.038000,-52.969266,47.815212,-0.255,1
2014-12-18T08:57:39.167000,-52.944722,47.752182,0.147,1
2014-12-18T08:57:40.206000,-52.969354,47.812699,0.138,1
2015-01-22T08:57:34.085000,-52.938224,47.752617,0.025,1
2015-01-22T08:57:35.124000,-52.962836,47.813085,0.028,1
2015-01-22T08:57:36.162000,-52.987495,47.87355,0.011,1
2015-02-26T08:57:33.283000,-52.949249,47.749947,-0.264,1
2015-02-26T08:57:34.322000,-52.973897,47.81049,-0.269,1
2015-04-02T08:57:30.299000,-52.933128,47.713236,0.146,1
2015-04-02T08:57:31.339000,-52.957758,47.773805,0.097,1
2015-04-02T08:57:32.380000,-52.982435,47.834371,0.092,1
2015-05-07T08:57:23.191000,-52.933967,47.765568,-0.31,1
2015-05-07T08:57:24.230000,-52.958608,47.826063,-0.324,1
2015-05-08T22:13:47.112000,-53.078151,47.779571,-0.054,1
2015-06-11T08:56:55.605000,-52.873196,47.87922,-0.278,1
2015-06-12T22:13:17.371000,-52.955579,47.82501,0.172,1
2015-06-12T22:13:18.410000,-52.980234,47.764471,0.165,1
2015-06-12T22:13:19.450000,-53.004842,47.703928,0.137,1
2015-07-16T08:56:58.350000,-52.883897,47.811572,0.152,1
2015-07-16T08:56:59.391000,-52.908601,47.872136,0.129,1
2015-07-17T22:13:23.525000,-53.000802,47.842311,0.413,1
2015-07-17T22:13:24.565000,-53.025471,47.781767,0.467,1
2015-07-17T22:13:25.604000,-53.050092,47.721218,0.466,1
2015-07-17T22:13:26.644000,-53.074656,47.660692,0.423,1
2015-08-20T08:57:12.597000,-52.946867,47.764806,-0.442,1
2015-08-20T08:57:13.637000,-52.971516,47.825323,-0.445,1
2015-09-24T08:57:09.570000,-52.945721,47.756479,0.118,1
2015-09-24T08:57:10.609000,-52.970352,47.816975,0.119,1
2015-10-29T08:57:04.753000,-52.941812,47.763233,0.31,1
2015-10-29T08:57:05.792000,-52.966461,47.823777,0.292,1
2015-12-03T08:56:59.001000,-52.96445,47.836418,0.139,1
2016-01-07T08:56:45.009000,-52.929576,47.826268,0.443,1
2016-01-08T22:13:09.945000,-53.083092,47.753956,0.432,1
2016-02-11T08:56:46.080000,-52.936395,47.747684,-0.137,1
2016-02-11T08:56:47.119000,-52.961008,47.808177,-0.162,1
2016-02-11T08:56:48.158000,-52.985683,47.868704,-0.215,1
2016-03-17T08:56:37.112000,-52.933953,47.771737,0.079,1
2016-03-17T08:56:38.152000,-52.958623,47.832304,0.083,1
2016-04-21T08:56:40.933000,-52.965873,47.753141,0.294,1
2016-04-21T08:56:41.972000,-52.990504,47.813658,0.276,1
2016-05-26T08:56:19.039000,-52.930874,47.835284,-0.457,1
2016-05-27T22:12:42.623000,-53.070221,47.743233,-0.373,1
2016-07-01T22:12:09.315000,-52.93415,47.827694,0.258,1
2016-07-01T22:12:10.355000,-52.958799,47.767152,0.229,1
2016-07-01T22:12:11.394000,-52.983401,47.706606,0.26,1
2016-07-16T08:56:07.439000,-52.925374,47.818522,0.103,1
2016-07-16T08:56:08.480000,-52.950088,47.879112,0.116,1
2016-09-15T08:55:34.499000,-52.884609,47.879252,0.336,1
2016-11-16T22:11:26.104000,-52.926347,47.835464,0.294,1
2016-11-16T22:11:27.144000,-52.950997,47.774914,0.183,1
2016-11-16T22:11:28.183000,-52.975599,47.714359,0.091,1
2016-12-01T08:55:56.864000,-53.021547,47.737085,0.238,1
2016-12-01T08:55:57.904000,-53.046179,47.797661,0.237,1
2017-02-01T22:11:23.016000,-53.050304,47.758172,-0.08,1
2017-02-01T22:11:25.098000,-53.099499,47.636919,-0.134,1
2017-04-19T22:10:48.706000,-52.959053,47.878083,-0.384,1
2017-04-19T22:10:49.746000,-52.983755,47.817512,-0.38,1
2017-04-19T22:10:50.786000,-53.008397,47.756973,-0.369,1
2017-04-19T22:10:51.825000,-53.032993,47.696425,-0.368,1
2017-04-19T22:10:53.904000,-53.082044,47.575316,-0.371,1
2017-05-04T08:55:08.992000,-53.034884,47.742299,-0.038,1
2017-07-05T22:09:46.570000,-52.812349,47.853802,0.066,1
2017-07-20T08:54:02.946000,-52.895217,47.838299,0.186,1
2017-10-22T22:10:11.078000,-53.074273,47.782481,0.336,1
2017-11-06T08:54:15.630000,-53.021967,47.672955,-0.169,1
2017-11-06T08:54:16.672000,-53.046572,47.733583,-0.196,1
2018-01-23T22:09:32.996000,-53.037333,47.802874,-0.204,1
2018-01-23T22:09:34.037000,-53.061986,47.742253,-0.232,1
2018-01-23T22:09:36.120000,-53.111152,47.620998,-0.266,1
2018-02-07T08:53:45.260000,-53.044259,47.732101,-0.354,1
2018-04-26T22:08:53.240000,-52.971628,47.842344,-0.016,1
2018-04-26T22:08:54.280000,-52.996299,47.781773,-0.028,1
2018-04-26T22:08:55.320000,-53.020924,47.721198,-0.03,1
2018-04-26T22:08:56.360000,-53.045502,47.660619,-0.002,1
2018-04-26T22:08:58.441000,-53.094517,47.539448,0.07,1
2018-05-11T08:53:01.279000,-52.990347,47.764685,0.146,1
2018-05-11T08:53:02.319000,-53.014999,47.825232,0.125,1
2018-08-13T22:08:25.135000,-52.998026,47.843075,0.229,1
2018-08-13T22:08:26.175000,-53.02269,47.782528,0.208,1
2018-08-13T22:08:27.214000,-53.047306,47.721975,0.193,1
2018-08-13T22:08:28.254000,-53.071876,47.661419,0.165,1
2018-08-13T22:08:29.294000,-53.096398,47.600859,0.184,1
2018-08-28T08:52:26.899000,-52.987928,47.758077,-0.128,1
2018-08-28T08:52:27.938000,-53.012563,47.818599,-0.134,1
2018-12-16T22:07:54.247000,-53.034956,47.7937,0.086,1
2018-12-16T22:07:55.287000,-53.059573,47.73315,0.067,1
2018-12-16T22:07:56.327000,-53.084142,47.672596,0.057,1
2018-12-16T22:07:57.366000,-53.108665,47.612037,0.076,1
2018-12-31T08:51:47.635000,-52.956704,47.72595,0.328,1
2018-12-31T08:51:48.674000,-52.981306,47.786474,0.296,1
2018-12-31T08:51:49.714000,-53.005956,47.846994,0.307,1
2019-01-16T08:52:24.627000,-53.095374,47.614241,0.363,1
2019-05-06T22:06:56.392000,-52.944431,47.823962,0.333,1
2019-05-06T22:06:57.433000,-52.969089,47.763395,0.341,1
2019-05-06T22:06:58.473000,-52.9937,47.702824,0.372,1
2019-05-21T08:50:44.551000,-52.896994,47.833169,-0.255,1
2019-06-06T08:51:22.833000,-53.035356,47.713904,-0.436,1
2019-06-06T08:51:23.874000,-53.059991,47.774501,-0.436,1
2019-08-22T08:49:58.938000,-52.836714,47.877229,-0.413,1
2019-08-23T22:06:44.245000,-53.027521,47.809215,-0.094,1
2019-08-23T22:06:45.285000,-53.052174,47.748642,-0.127,1
2019-08-23T22:06:47.366000,-53.101339,47.627482,-0.162,1
2019-09-07T08:50:54.831000,-53.047119,47.761336,-0.172,1
2019-11-24T22:05:50.664000,-52.89073,47.847815,0.499,1
2019-11-24T22:05:51.704000,-52.915392,47.787266,0.503,1
2019-11-24T22:05:52.743000,-52.939995,47.726741,0.555,1
2019-12-09T08:49:57.966000,-52.920634,47.822054,0.257,1
2019-12-25T08:50:46.243000,-53.078364,47.637948,0.898,1
2020-03-12T22:05:12.573000,-52.849754,47.85102,0.009,1
2020-03-27T08:49:14.983000,-52.879206,47.863633,-0.32,1
2020-08-15T08:49:01.563000,-52.932357,47.782501,-0.039,1
2020-08-15T08:49:02.602000,-52.957032,47.843048,-0.02,1
2020-08-31T08:49:37.011000,-53.061924,47.689886,0.271,1
2020-08-31T08:49:38.050000,-53.086514,47.750409,0.256,1
2021-02-04T08:48:30.480000,-52.95294,47.824061,-0.14,1
2021-02-20T08:48:54.223000,-53.037156,47.739726,-0.023,1
